INSERT INTO PERSONA VALUES ('57160405T', 'DNI', 'Nombre1' , 'Apellido1', 'Apellido1', '1986-01-13', 'Mujer');
INSERT INTO PERSONA VALUES ('65375762X', 'DNI', 'Nombre991' , 'Apellido991', 'Apellido991', '1981-02-13', 'Hombre');
INSERT INTO PERSONA VALUES ('30799972M', 'DNI', 'Nombre992' , 'Apellido992', 'Apellido992', '1979-11-23', 'Hombre');
INSERT INTO PERSONA VALUES ('72730103D', 'DNI', 'Nombre993' , 'Apellido993', 'Apellido993', '2016-11-15', 'Hombre');
INSERT INTO PERSONA VALUES ('36656904X', 'DNI', 'Nombre994' , 'Apellido994', 'Apellido994', '2019-12-12', 'Mujer');
INSERT INTO PERSONA VALUES ('73251087C', 'DNI', 'Nombre995' , 'Apellido995', 'Apellido995', '1974-03-09', 'Mujer');
INSERT INTO PERSONA VALUES ('49636679B', 'DNI', 'Nombre996' , 'Apellido996', 'Apellido996', '1971-02-18', 'Mujer');
INSERT INTO PERSONA VALUES ('72460442T', 'DNI', 'Nombre997' , 'Apellido997', 'Apellido997', '2016-03-11', 'Mujer');
INSERT INTO PERSONA VALUES ('40341186Z', 'DNI', 'Nombre998' , 'Apellido998', 'Apellido998', '1971-08-08', 'Mujer');
INSERT INTO PERSONA VALUES ('81426337N', 'DNI', 'Nombre999' , 'Apellido999', 'Apellido999', '1993-10-30', 'Hombre');
INSERT INTO PERSONA VALUES ('73129870J', 'DNI', 'Nombre1000' , 'Apellido1000', 'Apellido1000', '2020-11-27', 'Hombre');

